"","qseqid","taxon"
"151","ASV246","Sebastolobus alascanus"
"152","ASV247","Sebastes borealis"
"153","ASV248","Sebastes alutus"
"154","ASV249","Sebastes alutus"
"155","ASV250","Sebastes ruberrimus"
"156","ASV251","Sebastes borealis"
"157","ASV255","Sebastes proriger"
"158","ASV256","Sebastes alutus"
"159","ASV257","Sebastes alutus"
"160","ASV258","Sebastes ruberrimus"
"161","ASV259","Sebastes flavidus"
"162","ASV26","Sebastolobus alascanus"
"163","ASV260","Sebastolobus alascanus"
"164","ASV261","Sebastes alutus"
"165","ASV262","Sebastes melanostictus"
"166","ASV263","Sebastes melanostictus"
"167","ASV264","Sebastes melanostictus"
"168","ASV265","Sebastes proriger"
"169","ASV266","Sebastes proriger"
"170","ASV268","Sebastes alutus"
"171","ASV269","Sebastes alutus"
"172","ASV27","Sebastes aleutianus"
"173","ASV270","Sebastes ruberrimus"
"174","ASV273","Sebastes proriger"
"175","ASV274","Sebastes alutus"
"176","ASV275","Sebastes entomelas"
"177","ASV276","Sebastes borealis"
"178","ASV277","Sebastes alutus"
"179","ASV279","Sebastolobus alascanus"
"180","ASV28","Sebastes proriger"
"181","ASV281","Sebastes melanostictus"
"182","ASV282","Sebastes alutus"
"183","ASV284","Sebastolobus alascanus"
"184","ASV285","Sebastes alutus"
"185","ASV286","Sebastes carnatus"
"186","ASV287","Sebastolobus alascanus"
"187","ASV288","Sebastes alutus"
"188","ASV289","Sebastes entomelas"
"189","ASV29","Sebastes ruberrimus"
"190","ASV293","Sebastes ruberrimus"
"191","ASV294","Sebastolobus alascanus"
"192","ASV295","Sebastes wilsoni"
"193","ASV296","Sebastes borealis"
"194","ASV297","Sebastes zacentrus"
"195","ASV298","Sebastes proriger"
"196","ASV299","Sebastes melanostictus"
"197","ASV3","Sebastes borealis"
"198","ASV30","Sebastes melanostictus"
"199","ASV300","Sebastes alutus"
"200","ASV301","Sebastes melanostictus"
"201","ASV302","Sebastes melanostictus"
"202","ASV303","Sebastes ruberrimus"
"203","ASV306","Sebastes flavidus"
"204","ASV307","Sebastes alutus"
"205","ASV308","Sebastes melanostictus"
"206","ASV309","Sebastes ruberrimus"
"207","ASV31","Sebastes alutus"
"208","ASV310","Sebastes wilsoni"
"209","ASV312","Sebastes brevispinis"
"210","ASV313","Sebastolobus alascanus"
"211","ASV314","Sebastes alutus"
"212","ASV315","Sebastes proriger"
"213","ASV316","Sebastes proriger"
"214","ASV317","Sebastes alutus"
"215","ASV318","Sebastes helvomaculatus"
"216","ASV319","Sebastolobus alascanus"
"217","ASV32","Sebastes ruberrimus"
"218","ASV320","Sebastolobus alascanus"
"219","ASV321","Sebastes melanostictus"
"220","ASV324","Sebastes zacentrus"
"221","ASV325","Sebastolobus alascanus"
"222","ASV326","Sebastes proriger"
"223","ASV327","Sebastes zacentrus"
"224","ASV328","Sebastolobus alascanus"
"225","ASV329","Sebastes alutus"
"226","ASV33","Sebastes alutus"
"227","ASV330","Sebastes melanostictus"
"228","ASV331","Sebastes borealis"
"229","ASV332","Sebastolobus alascanus"
"230","ASV334","Sebastes flavidus"
"231","ASV335","Sebastes alutus"
"232","ASV336","Sebastes borealis"
"233","ASV337","Sebastes wilsoni"
"234","ASV338","Sebastes melanostictus"
"235","ASV34","Sebastolobus alascanus"
"236","ASV340","Sebastes helvomaculatus"
"237","ASV341","Sebastes carnatus"
"238","ASV342","Sebastes helvomaculatus"
"239","ASV343","Sebastes alutus"
"240","ASV344","Sebastolobus alascanus"
"241","ASV345","Sebastes alutus"
"242","ASV346","Sebastes alutus"
"243","ASV347","Sebastes flavidus"
"244","ASV348","Sebastes melanostictus"
"245","ASV349","Sebastes alutus"
"246","ASV35","Sebastes alutus"
"247","ASV350","Sebastolobus alascanus"
"248","ASV351","Sebastes alutus"
"249","ASV352","Sebastes helvomaculatus"
"250","ASV353","Sebastes carnatus"
"251","ASV354","Sebastes ruberrimus"
"252","ASV355","Sebastes borealis"
"253","ASV356","Sebastes proriger"
"254","ASV358","Sebastolobus alascanus"
"255","ASV36","Sebastes melanostictus"
"256","ASV360","Sebastes zacentrus"
"257","ASV361","Sebastes melanostictus"
"258","ASV363","Sebastes alutus"
"259","ASV364","Sebastes aleutianus"
"260","ASV366","Sebastes alutus"
"261","ASV368","Sebastes proriger"
"262","ASV37","Sebastes melanostictus"
"263","ASV370","Sebastes mystinus"
"264","ASV375","Sebastes helvomaculatus"
"265","ASV376","Sebastes wilsoni"
"266","ASV377","Sebastes proriger"
"267","ASV378","Sebastes chrysomelas"
"268","ASV379","Sebastes helvomaculatus"
"269","ASV38","Sebastes helvomaculatus"
"270","ASV380","Sebastes alutus"
"271","ASV381","Sebastes flavidus"
"272","ASV382","Sebastolobus alascanus"
"273","ASV383","Sebastolobus alascanus"
"274","ASV385","Sebastes borealis"
"275","ASV386","Sebastes ruberrimus"
"276","ASV387","Sebastes flavidus"
"277","ASV389","Sebastes alutus"
"278","ASV39","Sebastes flavidus"
"279","ASV390","Sebastes alutus"
"280","ASV392","Sebastes melanostictus"
"281","ASV393","Sebastes entomelas"
"282","ASV394","Sebastes alutus"
"283","ASV395","Sebastes variegatus"
"284","ASV396","Sebastes alutus"
"285","ASV398","Sebastolobus alascanus"
"286","ASV399","Sebastes nigrocinctus"
"287","ASV4","Sebastes alutus"
"288","ASV40","Sebastes proriger"
"289","ASV402","Sebastes melanostictus"
"290","ASV405","Sebastes helvomaculatus"
"291","ASV406","Sebastes mystinus"
"292","ASV407","Sebastes flavidus"
"293","ASV409","Sebastes melanostictus"
"294","ASV41","Sebastes helvomaculatus"
"295","ASV410","Sebastes melanostictus"
"296","ASV412","Sebastolobus alascanus"
"297","ASV414","Sebastes alutus"
"298","ASV415","Sebastes melanostictus"
"299","ASV416","Sebastes alutus"
"300","ASV417","Sebastes alutus"
"301","ASV419","Sebastes alutus"
"302","ASV42","Sebastes zacentrus"
"303","ASV420","Sebastolobus alascanus"
"304","ASV421","Sebastes helvomaculatus"
"305","ASV422","Sebastes ruberrimus"
"306","ASV423","Sebastes entomelas"
"307","ASV424","Sebastes alutus"
"308","ASV425","Sebastes zacentrus"
"309","ASV427","Sebastes helvomaculatus"
"310","ASV429","Sebastes borealis"
"311","ASV43","Sebastes melanostictus"
"312","ASV430","Sebastes alutus"
"313","ASV431","Sebastolobus alascanus"
"314","ASV432","Sebastes alutus"
"315","ASV433","Sebastes helvomaculatus"
"316","ASV434","Sebastes carnatus"
"317","ASV436","Sebastes melanostictus"
"318","ASV437","Sebastes borealis"
"319","ASV438","Sebastes ruberrimus"
"320","ASV439","Sebastes alutus"
"321","ASV44","Sebastes borealis"
"322","ASV441","Sebastes miniatus"
"323","ASV442","Sebastes alutus"
"324","ASV443","Sebastolobus alascanus"
"325","ASV444","Sebastes wilsoni"
"326","ASV445","Sebastes zacentrus"
"327","ASV446","Sebastolobus alascanus"
"328","ASV447","Sebastes alutus"
"329","ASV449","Sebastes alutus"
"330","ASV45","Sebastolobus alascanus"
"331","ASV450","Sebastes borealis"
"332","ASV451","Sebastes borealis"
"333","ASV453","Sebastes alutus"
"334","ASV454","Sebastes alutus"
"335","ASV455","Sebastes borealis"
"336","ASV457","Sebastes wilsoni"
"337","ASV459","Sebastolobus alascanus"
"338","ASV46","Sebastes melanostictus"
"339","ASV461","Sebastes ruberrimus"
"340","ASV462","Sebastolobus alascanus"
"341","ASV463","Sebastes alutus"
"342","ASV465","Sebastes alutus"
"343","ASV466","Sebastes borealis"
"344","ASV467","Sebastolobus alascanus"
"345","ASV468","Sebastes alutus"
"346","ASV469","Sebastes ruberrimus"
"347","ASV47","Sebastes melanostictus"
"348","ASV470","Sebastolobus alascanus"
"349","ASV471","Sebastes helvomaculatus"
"350","ASV472","Sebastes carnatus"
"351","ASV473","Sebastes alutus"
"352","ASV474","Sebastes borealis"
"353","ASV475","Sebastolobus alascanus"
"354","ASV476","Sebastes borealis"
"355","ASV479","Sebastolobus alascanus"
"356","ASV48","Sebastolobus alascanus"
"357","ASV480","Sebastolobus alascanus"
"358","ASV481","Sebastes alutus"
"359","ASV482","Sebastes alutus"
"360","ASV486","Sebastes alutus"
"361","ASV488","Sebastes carnatus"
"362","ASV49","Sebastes melanostictus"
"363","ASV491","Sebastes alutus"
"364","ASV493","Sebastes wilsoni"
"365","ASV495","Sebastolobus alascanus"
"366","ASV496","Sebastolobus alascanus"
"367","ASV497","Sebastes borealis"
"368","ASV499","Sebastes melanostictus"
"369","ASV5","Sebastes melanostictus"
"370","ASV50","Sebastes alutus"
"371","ASV500","Sebastes melanostictus"
"372","ASV502","Sebastes carnatus"
"373","ASV503","Sebastes alutus"
"374","ASV505","Sebastes borealis"
"375","ASV506","Sebastes borealis"
"376","ASV508","Sebastes melanostictus"
"377","ASV509","Sebastes alutus"
"378","ASV51","Sebastes borealis"
"379","ASV511","Sebastes proriger"
"380","ASV512","Sebastes melanostictus"
"381","ASV514","Sebastolobus alascanus"
"382","ASV515","Sebastes alutus"
"383","ASV516","Sebastes melanostictus"
"384","ASV517","Sebastes zacentrus"
"385","ASV518","Sebastes borealis"
"386","ASV519","Sebastes melanostictus"
"387","ASV52","Sebastes melanostictus"
"388","ASV520","Sebastes melanostictus"
"389","ASV521","Sebastes alutus"
"390","ASV523","Sebastes borealis"
"391","ASV524","Sebastolobus alascanus"
"392","ASV525","Sebastes alutus"
"393","ASV527","Sebastes proriger"
"394","ASV528","Sebastes borealis"
"395","ASV529","Sebastes alutus"
"396","ASV53","Sebastes alutus"
"397","ASV530","Sebastes borealis"
"398","ASV531","Sebastolobus alascanus"
"399","ASV532","Sebastolobus alascanus"
"400","ASV533","Sebastes borealis"
"401","ASV534","Sebastes proriger"
"402","ASV536","Sebastolobus alascanus"
"403","ASV537","Sebastes alutus"
"404","ASV538","Sebastes alutus"
"405","ASV539","Sebastes ruberrimus"
"406","ASV54","Sebastes melanostictus"
"407","ASV540","Sebastes proriger"
"408","ASV541","Sebastes melanostictus"
"409","ASV542","Sebastes melanostictus"
"410","ASV545","Sebastes alutus"
"411","ASV546","Sebastes alutus"
"412","ASV547","Sebastes borealis"
"413","ASV548","Sebastolobus alascanus"
"414","ASV55","Sebastes zacentrus"
"415","ASV550","Sebastes alutus"
"416","ASV551","Sebastes helvomaculatus"
"417","ASV552","Sebastes helvomaculatus"
"418","ASV555","Sebastes proriger"
"419","ASV556","Sebastes proriger"
"420","ASV56","Sebastes alutus"
"421","ASV560","Sebastes alutus"
"422","ASV561","Sebastes alutus"
"423","ASV562","Sebastolobus alascanus"
"424","ASV566","Sebastes alutus"
"425","ASV567","Sebastes borealis"
"426","ASV568","Sebastes borealis"
"427","ASV569","Sebastes helvomaculatus"
"428","ASV57","Sebastolobus alascanus"
"429","ASV570","Sebastes serriceps"
"430","ASV571","Sebastes proriger"
"431","ASV572","Sebastes alutus"
"432","ASV574","Sebastes helvomaculatus"
"433","ASV575","Sebastes ruberrimus"
"434","ASV576","Sebastes ruberrimus"
"435","ASV577","Sebastes borealis"
"436","ASV578","Sebastolobus alascanus"
"437","ASV579","Sebastolobus alascanus"
"438","ASV58","Sebastolobus alascanus"
"439","ASV580","Sebastolobus alascanus"
"440","ASV581","Sebastes flavidus"
"441","ASV583","Sebastolobus alascanus"
"442","ASV584","Sebastes alutus"
"443","ASV586","Sebastes helvomaculatus"
"444","ASV587","Sebastes ruberrimus"
"445","ASV589","Sebastolobus alascanus"
"446","ASV59","Sebastes melanostictus"
"447","ASV590","Sebastolobus alascanus"
"448","ASV591","Sebastes melanostictus"
"449","ASV592","Sebastolobus alascanus"
"450","ASV593","Sebastolobus alascanus"
"451","ASV594","Sebastes carnatus"
"452","ASV595","Sebastes ruberrimus"
"453","ASV598","Sebastes brevispinis"
"454","ASV599","Sebastolobus alascanus"
"455","ASV6","Sebastes wilsoni"
"456","ASV60","Sebastes alutus"
"457","ASV600","Sebastolobus alascanus"
"458","ASV601","Sebastes proriger"
"459","ASV603","Sebastes alutus"
"460","ASV604","Sebastolobus alascanus"
"461","ASV606","Sebastolobus alascanus"
"462","ASV607","Sebastolobus alascanus"
"463","ASV609","Sebastes proriger"
"464","ASV61","Sebastes flavidus"
"465","ASV610","Sebastes alutus"
"466","ASV612","Sebastes melanostictus"
"467","ASV614","Sebastes carnatus"
"468","ASV615","Sebastes ruberrimus"
"469","ASV616","Sebastolobus alascanus"
"470","ASV617","Sebastolobus alascanus"
"471","ASV618","Sebastes proriger"
"472","ASV619","Sebastes proriger"
"473","ASV62","Sebastes brevispinis"
"474","ASV620","Sebastes proriger"
"475","ASV621","Sebastes proriger"
"476","ASV622","Sebastes proriger"
"477","ASV623","Sebastes brevispinis"
"478","ASV624","Sebastes alutus"
"479","ASV625","Sebastes helvomaculatus"
"480","ASV626","Sebastolobus alascanus"
"481","ASV628","Sebastolobus alascanus"
"482","ASV629","Sebastes borealis"
"483","ASV63","Sebastes flavidus"
"484","ASV630","Sebastes carnatus"
"485","ASV631","Sebastes ruberrimus"
"486","ASV632","Sebastes ruberrimus"
"487","ASV633","Sebastes ruberrimus"
"488","ASV635","Sebastolobus alascanus"
"489","ASV637","Sebastes flavidus"
"490","ASV639","Sebastes proriger"
"491","ASV64","Sebastes entomelas"
"492","ASV640","Sebastes proriger"
"493","ASV641","Sebastes proriger"
"494","ASV642","Sebastes alutus"
"495","ASV643","Sebastes borealis"
"496","ASV644","Sebastes brevispinis"
"497","ASV646","Sebastes borealis"
"498","ASV647","Sebastes borealis"
"499","ASV648","Sebastes borealis"
"500","ASV649","Sebastes borealis"
"501","ASV65","Sebastes melanostictus"
"502","ASV652","Sebastes entomelas"
"503","ASV654","Sebastes proriger"
"504","ASV655","Sebastes proriger"
"505","ASV656","Sebastes proriger"
"506","ASV657","Sebastes proriger"
"507","ASV659","Sebastes helvomaculatus"
"508","ASV66","Sebastes melanostictus"
"509","ASV660","Sebastolobus alascanus"
"510","ASV662","Sebastes alutus"
"511","ASV663","Sebastolobus alascanus"
"512","ASV664","Sebastolobus alascanus"
"513","ASV667","Sebastes helvomaculatus"
"514","ASV668","Sebastolobus alascanus"
"515","ASV669","Sebastes alutus"
"516","ASV67","Sebastes melanostictus"
"517","ASV672","Sebastes flavidus"
"518","ASV673","Sebastes proriger"
"519","ASV674","Sebastes helvomaculatus"
"520","ASV675","Sebastes alutus"
"521","ASV676","Sebastes melanostictus"
"522","ASV678","Sebastes helvomaculatus"
"523","ASV679","Sebastes helvomaculatus"
"524","ASV68","Sebastes proriger"
"525","ASV681","Sebastes helvomaculatus"
"526","ASV682","Sebastolobus alascanus"
"527","ASV683","Sebastolobus alascanus"
"528","ASV684","Sebastes borealis"
"529","ASV685","Sebastolobus alascanus"
"530","ASV687","Sebastes helvomaculatus"
"531","ASV689","Sebastes proriger"
"532","ASV69","Sebastolobus alascanus"
"533","ASV690","Sebastes ruberrimus"
"534","ASV691","Sebastes wilsoni"
"535","ASV692","Sebastes entomelas"
"536","ASV694","Sebastes proriger"
"537","ASV695","Sebastes brevispinis"
"538","ASV696","Sebastes proriger"
"539","ASV697","Sebastes proriger"
"540","ASV698","Sebastes alutus"
"541","ASV699","Sebastes helvomaculatus"
"542","ASV7","Sebastes alutus"
"543","ASV70","Sebastes melanostictus"
"544","ASV700","Sebastes helvomaculatus"
"545","ASV701","Sebastes alutus"
"546","ASV704","Sebastes melanostictus"
"547","ASV705","Sebastes melanostictus"
"548","ASV706","Sebastes alutus"
"549","ASV707","Sebastes alutus"
"550","ASV708","Sebastolobus alascanus"
"551","ASV709","Sebastolobus alascanus"
"552","ASV71","Sebastolobus alascanus"
"553","ASV710","Sebastes helvomaculatus"
"554","ASV711","Sebastes helvomaculatus"
"555","ASV712","Sebastolobus alascanus"
"556","ASV713","Sebastolobus alascanus"
"557","ASV715","Sebastes entomelas"
"558","ASV716","Sebastes entomelas"
"559","ASV717","Sebastes wilsoni"
"560","ASV718","Sebastes alutus"
"561","ASV719","Sebastes proriger"
"562","ASV72","Sebastes alutus"
"563","ASV720","Sebastes proriger"
"564","ASV721","Sebastes proriger"
"565","ASV722","Sebastes proriger"
"566","ASV723","Sebastes proriger"
"567","ASV724","Sebastes proriger"
"568","ASV725","Sebastes proriger"
"569","ASV726","Sebastes proriger"
"570","ASV727","Sebastes proriger"
"571","ASV728","Sebastes proriger"
"572","ASV729","Sebastes proriger"
"573","ASV73","Sebastolobus alascanus"
"574","ASV730","Sebastes helvomaculatus"
"575","ASV731","Sebastes helvomaculatus"
"576","ASV732","Sebastes melanostictus"
"577","ASV733","Sebastes helvomaculatus"
"578","ASV734","Sebastes alutus"
"579","ASV735","Sebastes alutus"
"580","ASV736","Sebastolobus alascanus"
"581","ASV737","Sebastolobus alascanus"
"582","ASV738","Sebastes alutus"
"583","ASV739","Sebastes alutus"
"584","ASV74","Sebastes proriger"
"585","ASV740","Sebastolobus alascanus"
"586","ASV741","Sebastolobus alascanus"
"587","ASV742","Sebastes alutus"
"588","ASV743","Sebastes alutus"
"589","ASV745","Sebastes alutus"
"590","ASV746","Sebastes melanostictus"
"591","ASV747","Sebastes alutus"
"592","ASV748","Sebastes melanostictus"
"593","ASV749","Sebastolobus alascanus"
"594","ASV75","Sebastes alutus"
"595","ASV750","Sebastolobus alascanus"
"596","ASV751","Sebastolobus alascanus"
"597","ASV752","Sebastes helvomaculatus"
"598","ASV753","Sebastes helvomaculatus"
"599","ASV754","Sebastes helvomaculatus"
"600","ASV755","Sebastes helvomaculatus"
"601","ASV756","Sebastes helvomaculatus"
"602","ASV757","Sebastes carnatus"
"603","ASV758","Sebastes carnatus"
"604","ASV76","Sebastes proriger"
"605","ASV78","Sebastes flavidus"
"606","ASV79","Sebastolobus alascanus"
"607","ASV8","Sebastes carnatus"
"608","ASV80","Sebastes melanostictus"
"609","ASV81","Sebastes melanostictus"
"610","ASV82","Sebastes alutus"
"611","ASV83","Sebastes maliger"
"612","ASV84","Sebastes entomelas"
"613","ASV87","Sebastes alutus"
"614","ASV88","Sebastes borealis"
"615","ASV89","Sebastolobus alascanus"
"616","ASV9","Sebastes melanostictus"
"617","ASV90","Sebastes melanostictus"
"618","ASV91","Sebastes alutus"
"619","ASV92","Sebastolobus alascanus"
"620","ASV93","Sebastolobus alascanus"
"621","ASV94","Sebastolobus alascanus"
"622","ASV95","Sebastes borealis"
"623","ASV96","Sebastes proriger"
"624","ASV98","Sebastes borealis"
"625","ASV99","Sebastolobus alascanus"
"626","ASV138","Sebastes ev"
"627","ASV148","Sebastes ev"
"628","ASV17","Sebastes ev"
"629","ASV19","Sebastes vw"
"630","ASV197","Sebastes ev"
"631","ASV242","Sebastes ev"
"632","ASV25","Sebastes ev"
"633","ASV254","Sebastes ev"
"634","ASV267","Sebastes ev"
"635","ASV280","Sebastes vw"
"636","ASV283","Sebastes vw"
"637","ASV292","Sebastes vw"
"638","ASV304","Sebastes ev"
"639","ASV369","Sebastes ev"
"640","ASV448","Sebastes vw"
"641","ASV490","Sebastes ciliatus_variabilis"
"642","ASV494","Sebastes ev"
"643","ASV498","Sebastes vw"
"644","ASV504","Sebastes vw"
"645","ASV513","Sebastes vw"
"646","ASV526","Sebastes ev"
"647","ASV564","Sebastes vw"
"648","ASV582","Sebastes ev"
"649","ASV638","Sebastes ev"
"650","ASV653","Sebastes ev"
"651","ASV693","Sebastes ev"
"652","ASV714","Sebastes vw"
"653","ASV85","Sebastes vw"
"654","ASV97","Sebastes ev"
